链接,赞,转发,评论,时间,内容概要
http://m.weibo.com/2460997447/yy0RX93Aw,2,107,收藏,2012-08-20 11:40:26 来自iPhone客户端,一早起来楼上楼下地跑，终于在最后一次的时候忘拿家门钥匙了。。。于是我现在和来我家取快递的哥们儿一起在我家门口蹲着等我男人火速归来开门。。。我觉得我真是太牛逼了
http://m.weibo.com/2460997447/yx5Re2S29,10,88,收藏,2012-08-14 10:32:05 来自iPhone客户端,所以，我上辈子一定是个美男子！
http://m.weibo.com/2460997447/ywmRXmo4o,618,41,53,2012-08-09 16:00:17 来自分享按钮,一下子想到小时候了。。。哈哈.MX——分享所有好笑的事情：小时候有没有过这样的场景。。。下雨天，爸爸或妈妈骑车带着我们，身上穿着雨衣，就会让我们钻到雨衣后面，搂着他们的腰，我们还会不停的问“到哪儿啦？到哪儿啦？”。。。幸福原来这么简单。 小时候有没有过这样的场景。。。... - 哈哈.MX——分享所有好笑的事情
http://m.weibo.com/2460997447/ywmDUxXpL,247,11,46,2012-08-09 15:25:41 来自微博 weibo.com,#中国周刊8月刊 声音#“我这一生，没有什么成就，唯一的感受就是累，很累很累很累......”——7月15日，黑龙江八一农垦大学一名大三学生在宿舍内自杀身亡。自杀前发出此微博。而他选择离去的最直接原因是在英语六级考试中作弊被抓，学校给予他取消学位的处理决定，他不能接受。
http://m.weibo.com/2460997447/ywmBWuzwq,218,14,37,2012-08-09 15:20:51 来自微博搜索,#中国周刊8月刊 声音#“我这一生，没有什么成就，唯一的感受就是累，很累很累很累......”——7月15日，黑龙江八一农垦大学一名大三学生在宿舍内自杀身亡。自杀前发出此微博。而他选择离去的最直接原因是在英语六级考试中作弊被抓，学校给予他取消学位的处理决定，他不能接受。
http://m.weibo.com/2460997447/yw3NgpIlQ,332,8,64,2012-08-07 15:26:32 来自分享按钮,爱酱真的好可爱~\(≧▽≦)/~视频-福原爱流泪接受采访 虽有遗憾但是已尽力 http://t.cn/zWNPHU1  （分享自 @新浪视频）
http://m.weibo.com/2460997447/yvNiq04ju,254,0,32,2012-08-05 21:26:35 来自Weico.iPhone,加油啊林丹！！！！！
http://m.weibo.com/2460997447/yvN5pjdWe,311,1,60,2012-08-05 20:54:30 来自Weico.iPhone,加油啊林丹！！！！！
http://m.weibo.com/2460997447/yvBhbE0MU,170,18,23,2012-08-04 14:50:36 来自微博 weibo.com,NIKE送给中国队的文案（真心觉得耐克的公关很厉害，能够根据赛场的瞬间形式变化，来做相应的调整[赞）
http://m.weibo.com/2460997447/yvsFO0gDO,29,50,收藏,2012-08-03 16:56:30 来自iPhone客户端,来自twitter：当年郭跃和福原爱打球，小爱输了，蹲在地上哭，小郭看着小爱哭，用拍子给小爱扇风，过了一会，小郭看不下去了：你还哭啊，我都饿了。然后小爱一边哭一边拽着小郭衣角去食堂了。王楠给小爱玉佩，小爱笑着说：这样抽签就抽不到楠姐了！结果小爱抽签抽到了张怡宁大魔王。（via 风中疾走）
http://m.weibo.com/2460997447/yvsvVph1L,1,35,收藏,2012-08-03 16:32:11 来自iPhone客户端,小咪证件照来一发！
http://m.weibo.com/2460997447/yvsuRdjod,10,80,收藏,2012-08-03 16:29:31 来自iPhone客户端,小咪证件照来一发！
http://m.weibo.com/2460997447/yvcszn61Y,5,37,收藏,2012-08-01 23:39:58 来自iPad客户端,抱歉，此微博已被作者删除。查看帮助：http://t.cn/Rfd3rQV
http://m.weibo.com/2460997447/yuUwN57wd,1,18,收藏,2012-07-31 02:00:55 来自iPad客户端,告诉大家一个男团之外的好消息！！重剑半决赛~德国人把韩国人打败了~我们和韩国争夺铜牌……远目……不过再告诉大家一个乐子！棒纸又一次败了他们的rp~~剩最后一秒的时候，韩国人就觉得时间结束了，但是裁判认定没结束，韩国教练就对着裁判怒吼了……快看央一！
http://m.weibo.com/2460997447/yuUroh4dT,1,41,收藏,2012-07-31 01:47:37 来自iPad客户端,体操团体金牌唾手可得了！！！
http://m.weibo.com/2460997447/yuS6smqVB,1,28,收藏,2012-07-30 19:50:31 来自iPad客户端,第一项比赛结束了，不尽如人意。让所有关心我的朋友失望了，心里非常难受，四年的付出真的只有自己知道，但射击就是这样，总有各种不可预知性。我现在唯一可以做的就是调整好自己，迎接下一场比赛，我会努力的，祝福我自己，也祝福射击队!
http://m.weibo.com/2460997447/yuRrmkqPU,212,12,43,2012-07-30 18:09:18 来自微博 weibo.com,【日本最萌奥运主播】日本偶像组合岚的成员樱井翔赴伦敦前方，以新闻主播的身份报道奥运会。当人们从电视上看到他的样子不禁感慨：太萌了吧…事实上樱井翔08年时就曾以新闻主播的身份来到北京报道奥运会。中国有没有偶像组合成员也去做一回新闻主播的？跟他比比萌嘛[偷笑 图片来自：@晴天有时下猪
http://m.weibo.com/2460997447/yuKayiONu,238,9,34,2012-07-29 23:38:36 来自微博 weibo.com,《都市童话》女主角霍泥芳，凭借电影《夏天，有风吹过》荣获多个电影节“最佳新人奖”。她清新、温暖、干净的笑容让人不能忘怀。希望她能扫走你心中的阴霾。送上此电影链接http://t.cn/zW9mA7V @霍泥芳 @电影杂志MOVIE
http://m.weibo.com/2460997447/yuya5gNVP,5,30,收藏,2012-07-28 17:04:33 来自iPhone客户端,抱歉，此微博已被作者删除。查看帮助：http://t.cn/Rfd3rQV
http://m.weibo.com/2460997447/yuul2pxKQ,5,31,收藏,2012-07-28 07:20:32 来自iPad客户端,全场撒花全场最high的英国队进场的时候。。。。女王大人。。在。。玩。。指。。。甲。。。。 摄像师。。Nice catch ！！
http://m.weibo.com/2460997447/yufxw2sCr,5,59,收藏,2012-07-26 17:40:05 来自iPhone客户端,我不管今天到底还下不下雨，我都得出门了！在家闷得我脑袋嗷嗷疼，我要出门我要出门！！！
http://m.weibo.com/2460997447/yueFPCDiZ,183,1,24,2012-07-26 15:27:50 来自微博 weibo.com,每看一次都要流一次泪......还在歌功颂德的SB们，你们好意思吗?要脸吗? // 分享网易新闻:「北京暴雨溺亡车主妻子讲救援」 一起帮孩子回家_网易
http://m.weibo.com/2460997447/yu4uMm2Xy,2,50,收藏,2012-07-25 13:33:08 来自iPhone客户端,有事儿得出个门，老天保佑我别赶上雨。。。[祈祷[emoji
http://m.weibo.com/2460997447/ytVZRnths,370,2,61,2012-07-24 15:54:57 来自微博 weibo.com,​​​​​​​​​​​​​​​​​​​​​​2012中国汽车拉力锦标赛第一站张掖站，全场总冠军。感谢车队技师，领航孙强，感谢强大的对手和更强大的自己。​
http://m.weibo.com/2460997447/ytD9Js8La,336,11,39,2012-07-22 15:57:07 来自微博 weibo.com,抱歉，此微博已被作者删除。查看帮助：http://t.cn/Rfd3rQV
http://m.weibo.com/2460997447/ytCs2nZxH,572,3,55,2012-07-22 14:09:28 来自微博 weibo.com,从昨天晚上到今天早上，N个朋友给我发消息问我北京还好吗，你没事儿吧，甚至在美国的发小都知道了，我说没事儿，得亏昨儿一天没出门。但是我还是一想到广渠门那个大哥死在自己车里就特难受，离我那么近的地方就有一个人因为暴雨丧命了。北京啊，你这排水系统真得好好弄弄了。
http://m.weibo.com/2460997447/ytACqbaFP,3,25,收藏,2012-07-22 09:29:32 来自iPad客户端,【#北京暴雨#水深4米广渠门桥众人协力拉车忙】北京东城区广渠门桥下水深已达4米，人们试图拉出淹没在深水中的车。由于水的阻力太大，一名警察对人群里喊：“谁来帮忙拉一把”。几十人立刻冲上去拉住绳子，随着武警指挥口号，很快把一辆车拉了上来。现在，已拉出五辆车，有一名溺水者。@摄影师陈杰
http://m.weibo.com/2460997447/ytvzUs4uJ,4,88,收藏,2012-07-21 20:39:36 来自iPad客户端,我家大咪好帅呀（≧∇≦）
http://m.weibo.com/2460997447/ytsV4vTOW,434,0,42,2012-07-21 13:53:33 来自微博 weibo.com,这雨下得，我又以为自己在上海了。。。。
http://m.weibo.com/2460997447/ytlpzy8S9,9,163,收藏,2012-07-20 18:46:42 来自iPhone客户端,我好棒~矮马，被自己感动了~ε-(´∀｀; )
http://m.weibo.com/2460997447/yt17W25eb,369,15,48,2012-07-18 15:08:18 来自微博搜索,【珍爱生命】淘宝店主@艾珺Aj 因连续通宵熬夜，昨天在睡梦中去世，年仅24岁，留给她的亲人与朋友无限哀伤。网友留言，淘宝店主这行也有很多别人不知道的辛苦，每次新货上架前，通宵是免不了的，白天还要去进货。几乎没有时间睡觉与吃饭。告诫：事业再重要，也请不要透支自己的生命。
http://m.weibo.com/2460997447/ysg11zAIE,20,28,收藏,2012-07-13 15:12:10 来自iPhone客户端,按常规死亡率统计，1975～2010年，有超过1000万独生子女25岁前死亡。这意味着有2000万名父母，在中老年时期失去唯一的子嗣，成为孤立无助的失独老人。老无所依，加精神寄托的缺失，使他们成为计生政策的间接牺牲品。“失独”家庭的状况大致分两类，一城市基本上有退休金等保障；而农民则基本无障。
http://m.weibo.com/2460997447/yrWex2Rzt,2,80,收藏,2012-07-11 12:50:31 来自iPhone客户端,my 夹子 dead了。。。我心里好悲凉。。。它完成了它的使命光荣牺牲了，我会找到你的接班人的！！！正在寻思是珍珠样还是蝴蝶结样。。。ε-(´∀｀; )
http://m.weibo.com/2460997447/yrcdouJEx,10,126,收藏,2012-07-06 15:41:21 来自iPhone客户端,大咪这样是不是更美了？捂脸飘走~
http://m.weibo.com/2460997447/yqSMXclZJ,233,0,22,2012-07-04 14:14:00 来自微博 weibo.com,抱歉，此微博已被作者删除。查看帮助：http://t.cn/Rfd3rQV
http://m.weibo.com/2460997447/yqDKaEO6Z,37,29,收藏,2012-07-02 23:55:57 来自iPhone客户端,抱歉，此微博已被作者删除。查看帮助：http://t.cn/Rfd3rQV
http://m.weibo.com/2460997447/yqAVbF4bR,586,4,115,2012-07-02 16:44:51 来自微博 weibo.com,最近好想买蝴蝶结发卡啊！！！shit，我会告诉你们我乙女心泛滥了吗！！！哪一个适合我呢...貌似都很适合但是仔细一看好像都不适合...我这种粗糙女配蝴蝶结真的可以吗可以吗可以吗！！！
http://m.weibo.com/2460997447/yqlge0Mbk,4,52,收藏,2012-07-01 00:52:46 来自iPhone客户端,每次去KTV我总尝试着某些人点的歌，我想，既然有人喜欢，说明这首歌必定有它的动听、动人之处。好吧，每次我都失败了。。。扶额。。。
http://m.weibo.com/2460997447/ypNNGdZIP,3,72,收藏,2012-06-27 11:41:47 来自iPhone客户端,做梦梦见又和你在一块拍戏了，你进屋后说好饿，因为戏太多来不及吃饭，胃都疼了。一醒来意识到是你生日，生日快乐！不过忙事业的同时更要注意身体啊！！咱北京见，话说咱n久没拍双胞胎照了~得补上！happy birthday！love you~[微笑[礼花[气球[草莓蛋糕[蛋糕@霍泥芳
http://m.weibo.com/2460997447/ypwZH6gYA,2173,65,748,2012-06-25 16:54:40 来自微博 weibo.com,昨晚上我妈在电视里看到韩寒，说：韩寒是蛮帅的。我说：←_← 人家说我长得像韩寒。我妈凝视了我5秒，说：嗯，有点的。←_←|||.我说：男生女相，女生男相的人都很好看的。我妈说：哦怪不得韩寒蛮帅的。←_←.....妈...别这样。。。话说:哪里像了...
http://m.weibo.com/2460997447/ypqHkx5Py,420,6,39,2012-06-25 00:52:56 来自土豆,矮马 craig david我爱死你了《【猴姆独家】法国当红DJ Remady联手Craig David爆好听新单超清mv大首播》
http://m.weibo.com/2460997447/yppD0tkus,6,77,收藏,2012-06-24 22:09:33 来自iPhone客户端,大咪大咪人家好想你！！！我觉得再锻炼一阵大咪就能像猫叔那样顶橘子顶篮子顶大花了！！！頑張で！大咪ちゃん！！
http://m.weibo.com/2460997447/yppBSqp99,458,26,55,2012-06-24 22:06:47 来自微博 weibo.com,【女孩放弃高考爱“折腾” 被美国8名校录取】从高一下学期开始，北师大附属实验中学谭秋韵放弃高考，她说，以她的成绩考入北大清华没问题。 但从小参加各种社会互动，深受曾留学法国的母亲“生命的意义在于体验最多而不是最好”，影响的她，决定放弃高考，申请包括哥大在内的大学，并获得成功。
http://m.weibo.com/2460997447/yphtins9p,674,96,41,2012-06-24 01:23:40 来自微博 weibo.com,不管妳買了多少，這些混蛋都會神秘地消失……有木有？
http://m.weibo.com/2460997447/yoF1Nic3j,8,138,收藏,2012-06-19 23:31:32 来自iPhone客户端,麻麻刚才竟然在用微信跟我联系，好开心啊！！！明天回上海教她用视频~上海我又要回来啦~！！！今天特地网购了个雨靴，希望能用到。。。嗯！！
http://m.weibo.com/2460997447/yovDH5QXd,383,46,31,2012-06-18 23:37:27 来自微博 weibo.com,如果将英语26个字母由A到Z分别编上1到26的分数，你的知识(KNOWLEDGE)只能得到11+14+15+23+12+5+4+7+5=96分；你努力工作(HARDWORK)也只能得到8+1+18+4+23+15+18+11=98分；只有你的态度(ATTITUDE)才是左右你生命全部的1+20+20+9+20+21+4+5=100分。——态度决定一切。 @女生大智慧 投稿
http://m.weibo.com/2460997447/ynHnQ9TeR,582,1,90,2012-06-13 15:41:01 来自微博 weibo.com,昨儿晚上就觉得右眼眨眼疼，今天一看下眼睑肿了。。。。百度了一下：麦粒肿。麦粒肿这种东西最烦人了，说麻烦不麻烦，说不麻烦还真挺麻烦。谢特！！！
http://m.weibo.com/2460997447/ynxChtZxR,406,2,46,2012-06-12 14:49:09 来自微博 weibo.com,@papi酱 是谁告诉我练高跟鞋从10cm开始的。。。号称最舒服的百丽。。。走起来还是难走的一比。。。[泪
http://m.weibo.com/2460997447/ynwRttv5z,472,5,53,2012-06-12 12:53:50 来自微博 weibo.com,@papi酱 是谁告诉我练高跟鞋从10cm开始的。。。号称最舒服的百丽。。。走起来还是难走的一比。。。[泪
http://m.weibo.com/2460997447/ynfhtghyP,637,39,53,2012-06-10 16:08:26 来自微博 weibo.com,#银魂#后遗症:大家看完银他妈以后思想上心灵上生活上身体上有没有什么改变？一起来说说！
http://m.weibo.com/2460997447/ymWWTcIuy,556,7,54,2012-06-08 17:28:17 来自微博 weibo.com,今天高考进行英语考试,因有听力测试，南京九中考点由于紧邻道路，家长们怕噪音影响考生，联手拦在路口，客气地请过骑车的路人帮忙绕一下路，被拦下的路人都很理解避开这一段。现代快报记者 赵杰 摄 [汗[汗[汗全世界似乎只有中国的家长才做的出来。。。
http://m.weibo.com/2460997447/ymDYZ3qwb,983,75,129,2012-06-06 17:11:16 来自微博 weibo.com,有多少事你想要做却一直没有做，有多少话你想要说却永远不敢说。
http://m.weibo.com/2460997447/ymlmRhHc4,933,132,53,2012-06-04 17:47:53 来自微博 weibo.com,转自@糗事百科 看到个快高考想自杀的。我想告诉你。朋友，别泄气。我有个从小玩到大的兄弟。十岁的时候他妈妈因病去世了，后来他爸给他找了个后...
http://m.weibo.com/2460997447/ymari5iMo,880,112,95,2012-06-03 13:58:35 来自微博 weibo.com,睡相一定要优美，提防身边手欠人。。。
http://m.weibo.com/2460997447/ylSme7TbA,577,8,66,2012-06-01 15:56:40 来自微博 weibo.com,papi携大咪小咪——儿童节快乐！！！！！！！~\(≧▽≦)/~
http://m.weibo.com/2460997447/ylSk0qmzv,499,2,45,2012-06-01 15:51:13 来自微博 weibo.com,papi携大咪小咪——儿童节快乐！！！！！！！~\(≧▽≦)/~
http://m.weibo.com/2460997447/ylSbHn6M9,3,61,收藏,2012-06-01 15:30:43 来自iPhone客户端,papi携大咪小咪——儿童节快乐！！！！！！！~\(≧▽≦)/~
http://m.weibo.com/2460997447/ylRv1goQC,1194,36,206,2012-06-01 13:45:35 来自微博 weibo.com,papi携大咪小咪——儿童节快乐！！！！！！！~\(≧▽≦)/~
http://m.weibo.com/2460997447/yl7URuf1O,819,5,139,2012-05-27 17:42:55 来自微博 weibo.com,我必须得买一个药盒了。。。现在每天要吃50几颗药+药膏，有饭前吃的饭后吃的各种，有一天2顿的一天3顿的还有一天1顿的，有一天抹2次的一天抹4,5次的，结果老是忘吃或者漏吃药。。。有人推荐或者发明一下么，可以定时提醒你吃药的药盒=w=
http://m.weibo.com/2460997447/ykZ1aegDU,754,7,250,2012-05-26 19:03:42 来自微博 weibo.com,有什么治头疼的方法么。。。
http://m.weibo.com/2460997447/ykFrJmg4S,637,4,345,2012-05-24 17:14:11 来自微博 weibo.com,某人要看的大咪照片，大咪胆大但是像老年痴呆症一样，右下角两张黄色的咪是我家小咪，胆小但是古灵精怪的XD 你们喜欢哪一枚？@人格分裂症候群
http://m.weibo.com/2460997447/ykFnBarrQ,1035,19,405,2012-05-24 17:04:02 来自微博 weibo.com,某人要看的大咪照片，大咪胆大但是像老年痴呆症一样，右下角两张黄色的咪是我家小咪，胆小但是古灵精怪的XD 你们喜欢哪一枚？@人格分裂症候群
http://m.weibo.com/2460997447/ykwlukwas,1345,20,823,2012-05-23 18:04:08 来自微博 weibo.com,【2天的缘分】刚才朋友来把小小咪接走了，心里还真是有点失落。朋友走后大咪就站在门口发呆，小咪蹭地一下现身对着我叫。嘛，小小咪以后能幸福就好，白白nei~会时不时地去看你的[可爱要乖啊！
http://m.weibo.com/2460997447/ykfj6fd1Z,1195,11,465,2012-05-21 22:41:32 来自微博 weibo.com,朋友确认要领养小小咪了，后天就来抱走啦！谢谢各位帮转的盆友们！！
http://m.weibo.com/2460997447/ykcxq14Nd,1282,18,502,2012-05-21 15:38:32 来自微博 weibo.com,男朋友的舅妈前天在路上捡了只小咪，但家里有小小孩便托付给我们。目测1个月左右，公猫。已洗澡，未取名。性格活泼,胆儿大,亲人不咬人,爱挨着人睡. 我家中已有一公一母两只猫,实在养不了了.现为小小咪寻主人，坐标北京广渠门双井。不养的盆友们也帮忙转一下吧，射射！
http://m.weibo.com/2460997447/ykbBJpYT5,8,389,收藏,2012-05-21 13:16:27 来自iPhone客户端,医院开的药和现在每天每顿要吃的药，水喝得好饱。。。还老特么卡嗓子眼儿，一打嗝一股混合药味=w=
http://m.weibo.com/2460997447/yj1HGAkSX,883,75,291,2012-05-13 22:13:21 来自微博 weibo.com,经过这几天与妹子们的便秘交流，papi还是想告诉大家：便秘不是一朝一夕可以治好的，没有什么东西能让你一天之内就从便秘—>正常人，真有那种药的话那药也绝对有问题。先从每日膳食做起，不要节食减肥，平衡营养，多补充膳食纤维，要吃肉，要吃饭！别挑食！！大家可以买这本书看，很有帮助的~
http://m.weibo.com/2460997447/yiguwt3s3,571,3,244,2012-05-08 22:01:49 来自微博 weibo.com,復博！！！我又回來了！！！
http://m.weibo.com/2460997447/ygK2BeOIK,1014,14,405,2012-04-28 21:34:49 来自微博 weibo.com,每天一看新闻就觉得要打仗了，一看微博又觉得天下太平。
http://m.weibo.com/2460997447/ygIGmEG5a,1327,90,419,2012-04-28 18:07:18 来自微博 weibo.com,不！！！这不是赵本山！！！我不相信！！！！！>0<
http://m.weibo.com/2460997447/ygI0D3Zq9,1121,16,615,2012-04-28 16:24:28 来自微博 weibo.com,心情好差。。。晚上要吃日料吃日料吃日料。。。调整一下心情。
http://m.weibo.com/2460997447/ygAT4jPiI,1427,43,805,2012-04-27 22:16:35 来自微博 weibo.com,结果今天又订了一个vividcake……嗯，我也决定吃喜欢的东西，过短命的人生了。有春天无所畏什么的。
http://m.weibo.com/2460997447/ygx6X9APn,1013,26,718,2012-04-27 12:39:50 来自微博 weibo.com,我笑点又低了。。。。。。T_T 笑死我了。。。。。。
http://m.weibo.com/2460997447/yg9JrFPPz,1554,120,820,2012-04-25 01:08:45 来自微博 weibo.com,我笑点滴。。。拍桌狂笑。。。
http://m.weibo.com/2460997447/yg5KSo9UP,605,13,338,2012-04-24 15:01:15 来自微博 weibo.com,哈哈哈哈 [偷笑 戳中天下君的笑点！彪悍的卡古拉酱！
http://m.wei
